Train Name,Train Number,Year,Month,Food Item,Region,Quantity Sold,Total Sale
Humsafar Express,12301,2022,1,Bhutta,Pune,80,6225.35
Rajdhani Express,82355,2022,1,Thukpa,Chandigarh,43,3024.49
Duronto Express,12301,2023,7,Chilled Water,Kochi,65,7162.6
Vande Bharat Express,12909,2021,6,Vada Pav,Bhopal,92,3799.16
Shatabdi Express,12917,2022,5,Momo,Pune,35,7075.21
Suvidha Express,12001,2023,5,Juice,Nagpur,51,1550.51
Suvidha Express,12051,2023,9,Hot Chocolate,Kolkata,100,8961.13
Humsafar Express,12595,2023,1,Hot Chocolate,Shimla,47,8631.54
Duronto Express,82355,2021,8,Kachori,Kochi,35,1615.98
Rajdhani Express,82355,2022,2,Aam Panna,Guwahati,68,9199.43
Sampark Kranti,12051,2022,7,Sugarcane Juice,Mumbai,93,5535.15
Rajdhani Express,12201,2022,6,Lemonade,Nagpur,33,6920.01
Rajdhani Express,12301,2021,10,Coconut Water,Bhubaneswar,30,8254.56
Suvidha Express,82355,2022,2,Coconut Water,Nagpur,69,970.51
Sampark Kranti,22439,2022,12,Soup,Chandigarh,99,1795.57
Sampark Kranti,22119,2022,3,Juice,Shimla,29,2961.32
Humsafar Express,12001,2022,4,Sugarcane Juice,Kolkata,15,4759.55
Shatabdi Express,82355,2021,7,Momo,Raipur,76,3497.12
Garib Rath,22439,2023,8,Coffee,Ahmedabad,19,5035.25
Jan Shatabdi Express,12909,2023,11,Bhutta,Chandigarh,21,1955.68
Jan Shatabdi Express,12909,2022,2,Falooda,Kolkata,31,6732.35
Suvidha Express,12001,2022,8,Hot Chocolate,Pune,71,702.57
Garib Rath,12201,2022,11,Ice Cream,Raipur,70,3645.31
Shatabdi Express,12595,2021,9,Coconut Water,Bhopal,89,1889.41
Garib Rath,12001,2022,7,Momo,Mumbai,26,7192.26
Humsafar Express,12917,2021,1,Hot Chocolate,Kochi,19,8671.93
Rajdhani Express,12201,2022,6,Jhalmuri,Nagpur,21,924.46
Suvidha Express,82355,2022,8,Jalebi,Ahmedabad,92,7722.68
Sampark Kranti,12001,2023,5,Bhutta,Shimla,49,8788.11
Suvidha Express,12301,2022,12,Lassi,Chandigarh,32,9541.3
Jan Shatabdi Express,12909,2021,2,Lassi,Mumbai,49,5743.12
Shatabdi Express,22439,2023,5,Samosa,Bhubaneswar,83,3317.48
Garib Rath,12001,2021,8,Lemonade,Kochi,83,3265.33
Shatabdi Express,12301,2023,2,Jalebi,Mumbai,59,3813.96
Humsafar Express,12201,2021,1,Chai,Raipur,19,6063.48
Suvidha Express,12917,2023,4,Vada Pav,Nagpur,13,4884.93
Duronto Express,22439,2021,4,Sugarcane Juice,Bhubaneswar,10,6457.83
Suvidha Express,22119,2021,9,Sugarcane Juice,Bhopal,52,544.51
Sampark Kranti,12917,2022,3,Aam Panna,Amritsar,92,1185.27
Suvidha Express,82355,2023,4,Ice Cream,Ahmedabad,14,9566.03
Vande Bharat Express,12301,2023,3,Sugarcane Juice,Kolkata,99,9747.44
Humsafar Express,12001,2022,2,Hot Chocolate,Guwahati,43,7353.25
Tejas Express,12001,2021,4,Soup,Ahmedabad,75,2634.1
Humsafar Express,12051,2021,8,Soup,Pune,33,9343.12
Garib Rath,12909,2023,1,Soup,Pune,23,2223.14
Tejas Express,82355,2021,8,Falooda,Kolkata,50,7206.68
Garib Rath,12301,2023,8,Ice Cream,Chandigarh,51,1275.53
Garib Rath,12001,2023,3,Bhutta,Bhopal,22,6412.29
Sampark Kranti,22119,2021,10,Chilled Water,Kolkata,38,7477
Sampark Kranti,22439,2021,10,Chilled Water,Bhopal,74,8440.79
Rajdhani Express,82355,2021,12,Chilled Water,Mumbai,55,7234.35
Jan Shatabdi Express,12201,2022,12,Coconut Water,Shimla,43,9055.35
Rajdhani Express,22119,2023,6,Sugarcane Juice,Ahmedabad,72,5180.37
Rajdhani Express,22439,2021,4,Bhajji,Ahmedabad,13,6686.86
Jan Shatabdi Express,12595,2022,1,Sugarcane Juice,Nagpur,37,3723.29
Duronto Express,12909,2021,1,Bhajji,Ahmedabad,92,266.09
Tejas Express,82355,2023,5,Sugarcane Juice,Mumbai,10,7449.84
Shatabdi Express,12301,2022,12,Vada Pav,Amritsar,45,8539.17
Rajdhani Express,12917,2023,8,Bhutta,Bhubaneswar,22,1840.24
Suvidha Express,22439,2021,1,Kachori,Nagpur,14,441.77
Suvidha Express,12201,2021,2,Jhalmuri,Bhubaneswar,23,1749.54
Garib Rath,12001,2021,7,Kachori,Bhopal,89,8783.94
Jan Shatabdi Express,12917,2022,8,Chilled Water,Bhubaneswar,41,3010.6
Garib Rath,22119,2022,12,Jhalmuri,Chennai,59,2415.66
Vande Bharat Express,12909,2022,3,Kachori,Kolkata,36,306.52
Vande Bharat Express,12301,2022,11,Momo,Kochi,44,3025.47
Shatabdi Express,12917,2021,12,Chai,Shimla,12,7054.66
Sampark Kranti,12201,2021,8,Bhutta,Bhopal,13,9398.06
Sampark Kranti,22439,2021,1,Jhalmuri,Mumbai,16,3176.46
Jan Shatabdi Express,12301,2022,9,Thukpa,Bhopal,86,2482.86
Jan Shatabdi Express,12595,2022,12,Juice,Bhubaneswar,12,8714.44
Rajdhani Express,12001,2021,2,Aam Panna,Kochi,90,8372.1
Vande Bharat Express,12909,2021,2,Bhutta,Raipur,68,3324.88
Rajdhani Express,12917,2022,4,Thukpa,Mumbai,83,828.38
Sampark Kranti,12909,2023,12,Samosa,Ahmedabad,10,9714.75
Tejas Express,12909,2021,10,Coffee,Bhopal,37,6718.39
Tejas Express,12909,2021,3,Samosa,Kolkata,68,9085.14
Jan Shatabdi Express,22439,2021,4,Bhajji,Chandigarh,62,3456.89
Garib Rath,12909,2022,6,Hot Chocolate,Ahmedabad,19,6400.56
Sampark Kranti,12595,2021,7,Aam Panna,Ahmedabad,80,6658.64
Tejas Express,22119,2021,5,Chai,Pune,12,8568.48
Sampark Kranti,12201,2021,2,Chai,Chennai,16,9725.04
Humsafar Express,12301,2021,3,Hot Chocolate,Chandigarh,18,1212.08
Suvidha Express,12595,2021,10,Falooda,Bangalore,99,6241.07
Vande Bharat Express,12301,2023,11,Coffee,Chandigarh,78,3404.58
Rajdhani Express,12201,2023,3,Vada Pav,Chennai,22,7978.93
Sampark Kranti,22119,2021,5,Jalebi,Amritsar,49,7425.34
Suvidha Express,82355,2021,12,Chilled Water,Guwahati,71,8757.27
Humsafar Express,12301,2021,11,Chai,Pune,71,3474.49
Rajdhani Express,12301,2021,12,Hot Chocolate,Pune,19,1942.33
Sampark Kranti,22119,2022,5,Pakora,Kochi,96,375.94
Jan Shatabdi Express,12917,2022,4,Aam Panna,Chennai,20,2625.53
Suvidha Express,12595,2022,8,Juice,Raipur,85,3700.39
Rajdhani Express,12917,2023,6,Bhutta,Shimla,71,9272.71
Sampark Kranti,12917,2021,6,Thukpa,Guwahati,86,4895.92
Suvidha Express,12917,2022,1,Bhajji,Raipur,65,5522.24
Humsafar Express,12909,2021,6,Falooda,Nagpur,58,8638.01
Sampark Kranti,12001,2021,3,Soup,Ahmedabad,25,8685.56
Sampark Kranti,12301,2023,6,Ice Cream,Bangalore,82,5247.68
Sampark Kranti,12917,2023,10,Soup,Chennai,83,1260.56
Shatabdi Express,12595,2022,11,Vada Pav,Kolkata,18,2770.01
Jan Shatabdi Express,12001,2022,6,Samosa,Raipur,42,4563.99
Humsafar Express,12001,2023,2,Coffee,Bangalore,97,7396.67
Rajdhani Express,12917,2023,1,Lemonade,Nagpur,44,7016.57
Shatabdi Express,22439,2021,11,Coffee,Mumbai,84,6352.65
Garib Rath,12917,2021,3,Soup,Raipur,48,8639.13
Shatabdi Express,22439,2022,5,Thukpa,Kolkata,86,7892.18
Vande Bharat Express,12917,2022,4,Chilled Water,Amritsar,96,9619.7
Vande Bharat Express,12595,2023,7,Lemonade,Mumbai,34,8724.92
Sampark Kranti,22439,2022,4,Bhutta,Bhubaneswar,89,2049.43
Shatabdi Express,12909,2021,8,Chai,Kolkata,65,720.68
Garib Rath,12001,2023,7,Sugarcane Juice,Bangalore,57,4156.07
Shatabdi Express,12917,2021,10,Vada Pav,Kolkata,94,6110.04
Jan Shatabdi Express,12001,2023,9,Coconut Water,Bangalore,19,6356.45
Jan Shatabdi Express,12917,2023,1,Bhajji,Kochi,50,2741.1
Garib Rath,12301,2021,5,Coconut Water,Amritsar,92,8443.1
Shatabdi Express,12301,2022,4,Lemonade,Shimla,68,3335.33
Suvidha Express,12051,2022,6,Chai,Pune,37,9013.27
Jan Shatabdi Express,12917,2022,1,Samosa,Bhubaneswar,50,4705.61
Jan Shatabdi Express,12051,2022,6,Bhajji,Pune,75,266.1
Tejas Express,22119,2021,1,Coffee,Mumbai,60,1725.85
Shatabdi Express,22119,2023,1,Pakora,Bhubaneswar,71,1150.98
Jan Shatabdi Express,12001,2021,8,Bhutta,Bhopal,39,589.86
Humsafar Express,22439,2022,2,Jalebi,Nagpur,49,7039.05
Shatabdi Express,12917,2022,10,Ice Cream,Kolkata,49,2017.27
Vande Bharat Express,12201,2021,6,Jalebi,Bangalore,78,8238.45
Tejas Express,12917,2023,6,Tea,Nagpur,71,2711.8
Jan Shatabdi Express,12917,2021,6,Juice,Amritsar,24,477.25
Tejas Express,12201,2021,8,Samosa,Guwahati,12,8065.72
Vande Bharat Express,22119,2021,4,Bhajji,Chandigarh,33,4653.1
Garib Rath,12051,2023,3,Kachori,Bhubaneswar,50,5936.79
Garib Rath,12001,2021,6,Chilled Water,Kolkata,72,3402.53
Shatabdi Express,22119,2021,4,Chai,Chennai,57,609.25
Vande Bharat Express,12201,2022,2,Bhajji,Shimla,70,3729.32
Duronto Express,12917,2021,6,Lassi,Shimla,57,5154.99
Duronto Express,22119,2022,10,Chai,Pune,56,278.57
Shatabdi Express,12595,2022,5,Sugarcane Juice,Ahmedabad,65,5694.07
Sampark Kranti,12301,2022,11,Lassi,Bhopal,85,8762.31
Tejas Express,12917,2023,9,Juice,Bhubaneswar,17,2262.96
Tejas Express,82355,2022,11,Coffee,Kochi,87,9086.96
Garib Rath,12201,2021,6,Aam Panna,Bangalore,27,1105.64
Duronto Express,12909,2021,3,Momo,Bangalore,93,8111.55
Rajdhani Express,22439,2022,11,Bhutta,Chandigarh,32,8254.86
Jan Shatabdi Express,12909,2022,5,Ice Cream,Chandigarh,78,2647.22
Jan Shatabdi Express,22119,2021,10,Hot Chocolate,Bhopal,74,9386.07
Jan Shatabdi Express,12917,2022,8,Shikanji,Raipur,55,4176.17
Garib Rath,22439,2023,9,Bhajji,Raipur,75,1525.78
Vande Bharat Express,22439,2022,8,Sugarcane Juice,Kolkata,89,5861.79
Suvidha Express,12001,2023,3,Coconut Water,Mumbai,78,9759.27
Duronto Express,12909,2023,9,Juice,Bhubaneswar,31,8822.46
Duronto Express,12917,2023,3,Kachori,Shimla,74,2847.85
Rajdhani Express,12001,2022,8,Jhalmuri,Shimla,21,5720.03
Tejas Express,12051,2023,10,Samosa,Chandigarh,28,1276.58
Sampark Kranti,12909,2023,9,Bhajji,Guwahati,31,4611.7
Shatabdi Express,12301,2022,7,Coconut Water,Raipur,64,5201.04
Tejas Express,12301,2023,4,Thukpa,Chandigarh,71,3200.88
Vande Bharat Express,12001,2022,10,Kachori,Chennai,60,4826.76
Shatabdi Express,12051,2021,9,Bhajji,Amritsar,57,9021.21
Duronto Express,12595,2023,3,Samosa,Guwahati,26,4980.29
Vande Bharat Express,12595,2022,3,Bhutta,Mumbai,22,8165.01
Shatabdi Express,12301,2021,2,Tea,Chennai,37,3221.21
Rajdhani Express,82355,2023,10,Coffee,Chennai,76,9516.6
Rajdhani Express,12201,2023,3,Tea,Amritsar,14,1065.74
Humsafar Express,12201,2022,1,Bhutta,Amritsar,69,5802.81
Suvidha Express,82355,2021,4,Kachori,Bhopal,24,7769.37
Rajdhani Express,12001,2022,8,Juice,Bhubaneswar,90,8001.86
Duronto Express,12201,2023,5,Falooda,Chandigarh,53,2074.69
Sampark Kranti,12201,2023,2,Kachori,Nagpur,55,4032.23
Jan Shatabdi Express,12909,2023,3,Shikanji,Raipur,38,6174.46
Humsafar Express,12909,2023,1,Falooda,Guwahati,77,3206.7
Jan Shatabdi Express,82355,2021,2,Bhajji,Kochi,58,6502.69
Suvidha Express,12917,2021,1,Bhutta,Nagpur,52,3812.14
Shatabdi Express,12051,2022,2,Coffee,Ahmedabad,77,3543.44
Garib Rath,12001,2022,3,Coffee,Kochi,86,1206.32
Rajdhani Express,12909,2022,1,Shikanji,Shimla,29,543.92
Sampark Kranti,12909,2023,11,Hot Chocolate,Kolkata,27,8206.24
Suvidha Express,12595,2022,9,Ice Cream,Mumbai,73,4878.33
Jan Shatabdi Express,12051,2021,10,Ice Cream,Bhopal,58,5584.17
Humsafar Express,12595,2022,5,Chilled Water,Nagpur,51,3749
Rajdhani Express,12917,2022,8,Falooda,Chandigarh,21,1482.33
Duronto Express,12051,2021,5,Coffee,Mumbai,98,4493.56
Rajdhani Express,12201,2021,8,Tea,Chennai,88,2369.97
Humsafar Express,12595,2023,7,Aam Panna,Guwahati,45,8229.43
Humsafar Express,12301,2021,12,Coconut Water,Ahmedabad,17,9664.69
Garib Rath,12001,2021,4,Aam Panna,Bhopal,37,8724.32
Rajdhani Express,12201,2022,7,Chilled Water,Chennai,95,5251.13
Rajdhani Express,12051,2021,6,Coconut Water,Mumbai,69,6212.34
Garib Rath,12301,2023,3,Vada Pav,Guwahati,58,9292.5
Vande Bharat Express,12917,2022,9,Aam Panna,Bhubaneswar,47,5351.31
Vande Bharat Express,12301,2023,12,Lemonade,Ahmedabad,89,6313
Shatabdi Express,12909,2021,10,Samosa,Raipur,67,6222.9
Vande Bharat Express,82355,2023,9,Jalebi,Chennai,14,6982.3
Tejas Express,12301,2023,5,Bhutta,Ahmedabad,55,6329.32
Rajdhani Express,22439,2021,8,Falooda,Bhubaneswar,84,6622.14
Sampark Kranti,12917,2021,7,Hot Chocolate,Mumbai,11,7153.38
Rajdhani Express,12201,2022,9,Tea,Chandigarh,98,7954.29
Tejas Express,12595,2022,7,Kachori,Pune,34,4045.8
Tejas Express,22119,2022,4,Juice,Pune,10,7345.31
Jan Shatabdi Express,12917,2021,4,Sugarcane Juice,Bangalore,78,1130.62
Rajdhani Express,22439,2023,11,Chai,Kolkata,49,8600.07
Suvidha Express,12909,2023,8,Falooda,Pune,77,2957.98
Tejas Express,12595,2022,6,Hot Chocolate,Bhubaneswar,78,4049.7
Sampark Kranti,12001,2022,9,Kachori,Kolkata,78,7901.46
Garib Rath,22119,2021,10,Pakora,Bhubaneswar,25,6297.58
Shatabdi Express,12301,2023,7,Chai,Bhubaneswar,63,3136.87
Jan Shatabdi Express,22439,2022,7,Lassi,Chennai,72,2335.72
Garib Rath,12301,2021,4,Ice Cream,Shimla,27,9384.83
Jan Shatabdi Express,12001,2022,3,Falooda,Chennai,26,1011
Sampark Kranti,12917,2021,8,Tea,Raipur,91,207.81
Humsafar Express,82355,2023,7,Shikanji,Kolkata,13,6643.6
Rajdhani Express,22439,2021,4,Pakora,Nagpur,18,6080.88
Duronto Express,12051,2022,4,Tea,Chandigarh,40,7266.19
Suvidha Express,12201,2022,1,Coconut Water,Kolkata,14,7208.63
Garib Rath,12051,2023,11,Aam Panna,Kolkata,25,8475.62
Rajdhani Express,82355,2023,7,Kachori,Pune,51,9042.09
Suvidha Express,12001,2022,1,Falooda,Guwahati,50,7626.3
Humsafar Express,12051,2022,10,Kachori,Chennai,89,2402.08
Duronto Express,12909,2022,10,Pakora,Ahmedabad,93,4627.59
Suvidha Express,22439,2023,4,Soup,Raipur,39,6343.09
Suvidha Express,12909,2022,11,Lemonade,Guwahati,35,5357.89
Garib Rath,22119,2023,3,Sugarcane Juice,Chennai,58,1695.59
Vande Bharat Express,82355,2022,11,Samosa,Kolkata,40,5838.29
Duronto Express,22119,2021,3,Chai,Bhopal,59,8699.61
Rajdhani Express,22119,2021,12,Jalebi,Bangalore,24,4194.63
Humsafar Express,22119,2022,1,Vada Pav,Raipur,61,6605.08
Duronto Express,12917,2021,4,Chilled Water,Chennai,47,6094.93
Sampark Kranti,12917,2023,1,Falooda,Bangalore,47,3795.41
Vande Bharat Express,82355,2021,8,Pakora,Raipur,69,5607.26
Sampark Kranti,12595,2021,1,Lemonade,Shimla,29,2189.53
Humsafar Express,12051,2023,12,Bhutta,Raipur,96,5422.79
Garib Rath,12917,2021,6,Jalebi,Pune,53,7855.44
Garib Rath,12301,2021,7,Juice,Kochi,98,7471.54
Humsafar Express,12909,2022,10,Jalebi,Chandigarh,72,3611.67
Jan Shatabdi Express,12917,2023,12,Chai,Kolkata,59,1244.99
Humsafar Express,12001,2023,2,Coconut Water,Amritsar,31,7866.15
Vande Bharat Express,22119,2022,4,Chai,Ahmedabad,81,2717.29
Tejas Express,12917,2022,11,Soup,Shimla,63,676.67
Garib Rath,82355,2021,3,Bhajji,Nagpur,18,4451.41
Shatabdi Express,12909,2021,9,Thukpa,Raipur,24,7284.06
Vande Bharat Express,12909,2021,7,Bhutta,Ahmedabad,57,7948.46
Vande Bharat Express,12595,2022,2,Juice,Guwahati,29,9620.54
Vande Bharat Express,12201,2023,11,Vada Pav,Bangalore,44,1989.28
Suvidha Express,12201,2021,12,Lassi,Guwahati,76,2994.08
Vande Bharat Express,12051,2022,6,Chai,Bhopal,69,6032.9
Garib Rath,12301,2023,9,Samosa,Kochi,43,7975.9
Tejas Express,22439,2022,12,Pakora,Ahmedabad,82,2419.23
Tejas Express,82355,2021,3,Coconut Water,Ahmedabad,63,4111.83
Vande Bharat Express,12001,2022,11,Tea,Bhopal,99,4097.25
Sampark Kranti,12917,2022,6,Vada Pav,Kolkata,21,7606.2
Garib Rath,82355,2022,3,Lemonade,Chennai,97,2485.24
Garib Rath,12301,2022,3,Ice Cream,Bangalore,28,9491.14
Duronto Express,12201,2023,4,Shikanji,Bangalore,89,5079.69
Rajdhani Express,82355,2021,9,Chilled Water,Chandigarh,35,2881.19
Jan Shatabdi Express,12917,2023,11,Bhutta,Chandigarh,32,2902.54
Jan Shatabdi Express,12595,2022,8,Chilled Water,Chandigarh,42,342.23
Sampark Kranti,12051,2022,1,Chai,Bangalore,66,6831.27
Jan Shatabdi Express,12595,2021,12,Pakora,Chennai,39,7635.19
Duronto Express,12201,2021,11,Soup,Kolkata,32,478.22
Humsafar Express,22119,2023,1,Coffee,Kochi,83,5806.16
Jan Shatabdi Express,12201,2023,7,Ice Cream,Kochi,45,7690.29
Garib Rath,12051,2021,3,Vada Pav,Bhopal,95,3787.68
Humsafar Express,12917,2023,11,Samosa,Mumbai,52,4331.56
Jan Shatabdi Express,12301,2022,7,Ice Cream,Amritsar,75,3647
Garib Rath,22439,2022,9,Falooda,Nagpur,62,3204.46
Garib Rath,12595,2021,3,Lassi,Chennai,96,4893.7
Vande Bharat Express,12201,2023,3,Chai,Bhubaneswar,69,1764.93
Tejas Express,12301,2022,2,Bhajji,Mumbai,46,4408.04
Sampark Kranti,12595,2021,10,Falooda,Guwahati,70,9231.88
Duronto Express,12201,2023,1,Pakora,Chandigarh,62,429.85
Suvidha Express,12051,2022,9,Hot Chocolate,Raipur,21,1751.86
Rajdhani Express,12595,2023,6,Hot Chocolate,Guwahati,44,7652.07
Jan Shatabdi Express,12201,2023,6,Bhutta,Kochi,76,1437.23
Jan Shatabdi Express,12917,2023,8,Kachori,Nagpur,47,2777.37
Humsafar Express,12051,2021,11,Ice Cream,Mumbai,33,4544.26
Humsafar Express,12301,2022,5,Thukpa,Shimla,90,9244.75
Rajdhani Express,12301,2021,9,Sugarcane Juice,Ahmedabad,49,1932.42
Jan Shatabdi Express,22439,2022,11,Samosa,Kolkata,74,9051.49
Shatabdi Express,82355,2022,5,Soup,Nagpur,66,7082.44
Duronto Express,22119,2021,2,Pakora,Bangalore,81,6626.37
Jan Shatabdi Express,12917,2021,6,Pakora,Nagpur,88,7130.74
Tejas Express,12051,2022,9,Lemonade,Bhubaneswar,54,466.85
Rajdhani Express,12595,2022,3,Lemonade,Pune,98,1118.07
Shatabdi Express,12301,2022,10,Lemonade,Shimla,81,3389.19
Duronto Express,12917,2023,4,Kachori,Amritsar,22,878.08
Jan Shatabdi Express,12051,2022,10,Lemonade,Pune,88,9672.4
Suvidha Express,12051,2021,11,Lemonade,Amritsar,15,5753
Vande Bharat Express,12595,2021,8,Chilled Water,Pune,80,4857.14
Tejas Express,12051,2021,6,Chai,Bhopal,56,7727.24
Suvidha Express,12001,2022,7,Lassi,Bangalore,53,9570.07
Humsafar Express,12917,2022,7,Vada Pav,Pune,41,9359.95
Humsafar Express,12201,2023,4,Lemonade,Mumbai,12,7799.95
Jan Shatabdi Express,12301,2023,12,Coconut Water,Bhubaneswar,63,3796.68
Humsafar Express,12301,2021,6,Chilled Water,Guwahati,93,800.99
Tejas Express,12201,2023,12,Coconut Water,Kolkata,87,1113.04
Duronto Express,12917,2023,9,Coconut Water,Bhopal,47,177.17
Garib Rath,22119,2021,3,Shikanji,Bhubaneswar,13,184.4
Sampark Kranti,12917,2022,8,Vada Pav,Raipur,88,9179.87
Rajdhani Express,12909,2023,7,Aam Panna,Nagpur,26,9089.34
Duronto Express,12051,2022,4,Hot Chocolate,Shimla,46,6591.81
Garib Rath,82355,2021,10,Coffee,Raipur,97,7160.91
Shatabdi Express,12595,2021,3,Lemonade,Shimla,45,5106.11
Tejas Express,12001,2023,7,Vada Pav,Kochi,67,2455.5
Suvidha Express,82355,2021,10,Sugarcane Juice,Bangalore,50,8967.75
Garib Rath,12201,2021,9,Coffee,Amritsar,17,2839.08
Tejas Express,12595,2021,12,Soup,Pune,76,7285.99
Vande Bharat Express,12595,2023,10,Vada Pav,Mumbai,39,2528.59
Suvidha Express,12595,2023,3,Soup,Shimla,95,8541.94
Humsafar Express,12301,2023,10,Bhutta,Mumbai,61,6434.77
Humsafar Express,12001,2021,9,Coffee,Ahmedabad,34,6352.52
Suvidha Express,12301,2022,8,Tea,Pune,61,1103.32
Shatabdi Express,12051,2021,12,Jalebi,Shimla,68,4203.8
Shatabdi Express,12909,2023,3,Tea,Raipur,39,5218.73
Shatabdi Express,22439,2022,8,Ice Cream,Guwahati,76,2996.41
Garib Rath,12001,2022,12,Ice Cream,Chandigarh,13,8646.15
Rajdhani Express,82355,2023,4,Bhutta,Bhopal,66,8229.31
Garib Rath,12051,2022,6,Pakora,Raipur,72,4917.57
Jan Shatabdi Express,12917,2022,12,Jalebi,Shimla,41,3439.15
Sampark Kranti,12201,2023,10,Coconut Water,Kochi,96,7881.55
Suvidha Express,12909,2022,2,Lassi,Raipur,92,2061.31
Duronto Express,12051,2022,8,Sugarcane Juice,Bhubaneswar,88,854.48
Sampark Kranti,12917,2023,9,Coconut Water,Guwahati,60,606.08
Vande Bharat Express,12909,2022,7,Sugarcane Juice,Mumbai,72,538.44
Garib Rath,12917,2022,8,Soup,Pune,89,4872.01
Garib Rath,12001,2022,7,Hot Chocolate,Chandigarh,96,2623.67
Tejas Express,12917,2022,11,Thukpa,Raipur,10,6811.48
Sampark Kranti,12909,2023,10,Tea,Nagpur,28,6460.3
Tejas Express,12917,2021,4,Samosa,Mumbai,44,5383.45
Duronto Express,82355,2021,1,Momo,Bhopal,72,3562.47
Tejas Express,12051,2022,3,Pakora,Kolkata,90,8352.38
Sampark Kranti,12909,2023,7,Ice Cream,Raipur,35,6997.52
Suvidha Express,82355,2023,11,Momo,Kolkata,22,2779.73
Vande Bharat Express,12917,2022,11,Samosa,Pune,95,4995.22
Garib Rath,12917,2021,7,Lemonade,Mumbai,32,1670.31
Duronto Express,12595,2022,11,Bhutta,Bhopal,100,3330.81
Garib Rath,12909,2023,3,Ice Cream,Amritsar,44,9764.33
Jan Shatabdi Express,12001,2023,1,Coconut Water,Bangalore,21,2320.76
Vande Bharat Express,12917,2021,10,Jhalmuri,Chandigarh,18,6887.78
Rajdhani Express,12201,2023,9,Thukpa,Chennai,87,2461.05
Tejas Express,12301,2023,12,Jalebi,Amritsar,76,9196.36
Humsafar Express,22439,2023,6,Juice,Shimla,53,3151.35
Sampark Kranti,12301,2021,12,Soup,Mumbai,70,3503.23
Garib Rath,12001,2023,7,Juice,Guwahati,30,5882.44
Tejas Express,12051,2022,1,Falooda,Nagpur,16,5827.11
Duronto Express,22119,2021,1,Tea,Ahmedabad,20,5740.14
Garib Rath,12201,2022,4,Ice Cream,Guwahati,54,5684.1
Rajdhani Express,22119,2022,7,Sugarcane Juice,Kolkata,41,3171.12
Vande Bharat Express,12917,2021,11,Tea,Shimla,95,4347.62
Vande Bharat Express,12051,2022,11,Aam Panna,Ahmedabad,92,5878.34
Garib Rath,82355,2021,8,Momo,Bangalore,45,6627.58
Duronto Express,12917,2022,10,Juice,Shimla,46,2602.64
Vande Bharat Express,22119,2021,9,Coffee,Bangalore,84,6918.32
Vande Bharat Express,12917,2023,1,Momo,Chandigarh,50,9053.33
Rajdhani Express,22439,2023,4,Sugarcane Juice,Chandigarh,86,7461.73
Sampark Kranti,12595,2022,4,Aam Panna,Kochi,58,976.89
Duronto Express,22439,2023,3,Falooda,Amritsar,24,4681.79
Duronto Express,12051,2021,7,Chilled Water,Raipur,22,4355.83
Suvidha Express,82355,2022,1,Coffee,Bhubaneswar,62,3405.19
Suvidha Express,22439,2023,9,Lassi,Bangalore,42,4895.42
Vande Bharat Express,12909,2023,8,Juice,Kolkata,81,4397.9
Humsafar Express,82355,2022,2,Falooda,Chandigarh,41,225.48
Suvidha Express,22119,2023,2,Shikanji,Pune,57,2443.11
Vande Bharat Express,22439,2023,8,Coconut Water,Mumbai,77,2223.9
Shatabdi Express,12595,2022,11,Aam Panna,Bhubaneswar,66,3527.98
Jan Shatabdi Express,82355,2023,1,Coffee,Kolkata,71,1845.36
Jan Shatabdi Express,12917,2023,7,Lassi,Mumbai,91,818.72
Duronto Express,12595,2023,9,Jalebi,Guwahati,96,2058.63
Humsafar Express,12917,2023,12,Soup,Kochi,11,8388.29
Rajdhani Express,22439,2022,3,Samosa,Pune,86,7838.21
Sampark Kranti,12201,2021,7,Sugarcane Juice,Pune,25,4421.6
Suvidha Express,12201,2021,6,Chilled Water,Bhubaneswar,17,8615.73
Shatabdi Express,22119,2023,7,Coconut Water,Pune,28,2405.67
Vande Bharat Express,12595,2023,7,Soup,Nagpur,41,5789.55
Humsafar Express,12917,2021,10,Vada Pav,Nagpur,76,1541.84
Duronto Express,12001,2023,1,Shikanji,Bhopal,41,8188.21
Suvidha Express,12595,2021,3,Juice,Amritsar,94,1423.03
Humsafar Express,12909,2022,10,Momo,Nagpur,34,472.76
Suvidha Express,22119,2022,1,Samosa,Chandigarh,62,2798.19
Sampark Kranti,12301,2022,5,Coffee,Kolkata,90,8838.28
Sampark Kranti,12301,2022,3,Chilled Water,Nagpur,34,1412.21
Rajdhani Express,12917,2022,1,Vada Pav,Ahmedabad,42,3349.04
Jan Shatabdi Express,12201,2022,2,Thukpa,Kochi,40,3211.82
Tejas Express,82355,2021,10,Juice,Raipur,45,7882.55
Tejas Express,12909,2023,5,Jhalmuri,Nagpur,96,4223.59
Suvidha Express,12301,2021,11,Kachori,Amritsar,98,6052.89
Rajdhani Express,12917,2022,3,Chilled Water,Nagpur,58,4058.58
Tejas Express,12917,2023,6,Ice Cream,Chandigarh,53,5474.28
Duronto Express,22439,2023,9,Jalebi,Pune,57,767.12
Tejas Express,12201,2022,6,Hot Chocolate,Pune,39,3766.41
Garib Rath,12595,2022,2,Hot Chocolate,Bangalore,22,8397.14
Vande Bharat Express,82355,2022,2,Ice Cream,Chennai,52,6818.14
Rajdhani Express,22439,2022,8,Lemonade,Mumbai,25,9616.95
Duronto Express,12301,2022,11,Momo,Chandigarh,100,7750.42
Humsafar Express,82355,2022,8,Chai,Nagpur,35,4512.21
